scheme_name,scheme_url
PM Janjati Adivasi Nyaya Maha Abhiyan (PM JANMAN),https://www.myscheme.gov.in/schemes/pm-janman
PM POSHAN - Prime Minister's Overarching Scheme For Holistic Nourishment,https://www.myscheme.gov.in/schemes/pm-poshan
PM-Special Training of Geriatric Caregivers,https://www.myscheme.gov.in/schemes/pmstgc
Poshan Sudha,https://www.myscheme.gov.in/schemes/psgg
Pradhan Mantri Bhartiya Janaushadhi Pariyojana,https://www.myscheme.gov.in/schemes/pmbjp
Pradhan Mantri Garib Kalyan Package : Insurance Scheme For Health Workers Fighting COVID-19,https://www.myscheme.gov.in/schemes/pmgkp
Pradhan Mantri Matru Vandana Yojana,https://www.myscheme.gov.in/schemes/pmmvy
Pradhan Mantri Surakshit Matritva Abhiyan,https://www.myscheme.gov.in/schemes/pmsma
Procedure for Making Medical Certificate (for Certifying Disability),https://www.myscheme.gov.in/schemes/pmmc
Promotion of Institutional Delivery,https://www.myscheme.gov.in/schemes/piduk
PURNA Scheme,https://www.myscheme.gov.in/schemes/psg
Rajasthan Chief Minister's Relief Fund - Medical Help,https://www.myscheme.gov.in/schemes/rcmrf-mh
Rastriya Arogya Nidhi - Health Minister’s Cancer Patient Fund,https://www.myscheme.gov.in/schemes/hmcpf
Rehabilitation Allowance To Lepers,https://www.myscheme.gov.in/schemes/ral
Rehabilitation Treatment For The Disabled,https://www.myscheme.gov.in/schemes/rtfd
Reimbursement of Expenditure for Occupational Diseases (P.B.O.C.W.W.B),https://www.myscheme.gov.in/schemes/reodpbocwwb
RMEWF-Financial Assistance For Medical Treatment Of Ex-Servicemen,https://www.myscheme.gov.in/schemes/rmewf
Rules Related to Madhya Pradesh State Disease Assistance Fund,https://www.myscheme.gov.in/schemes/aflbplsdrf
Rural Sports and Health Promotion Scheme,https://www.myscheme.gov.in/schemes/rsahps
Safai Karmakar Bahay Rogi Chikitsa Sahayata Yojana,https://www.myscheme.gov.in/schemes/skbrcsy
Safai Karmakar Gambhir Bimari Chikitsa Sahayata Yojana,https://www.myscheme.gov.in/schemes/skgbcsy
Safai Karmakar Prasuti Sahayata Yojana,https://www.myscheme.gov.in/schemes/skpsy
Sanitary Napkin Distribution - Uttarakhand,https://www.myscheme.gov.in/schemes/snduk
Sanitary Napkin Scheme,https://www.myscheme.gov.in/schemes/snsu
Sanitary Napkin Scheme (UKBOCWWB),https://www.myscheme.gov.in/schemes/snsukbocwwb
Savitribai Phule Kishori Samriddhi Yojana,https://www.myscheme.gov.in/schemes/spksy
Scheme for Acquisition of Electro-Medical and Other Equipment (PIPDIC),https://www.myscheme.gov.in/schemes/saemoe-pipdic
Scheme For Adolescent Girls,https://www.myscheme.gov.in/schemes/sag
Scheme for Containing Population Decline of Small Minority Communities,https://www.myscheme.gov.in/schemes/jiyo-parsi
Scheme for Hospitals / Nursing Homes (PIPDIC),https://www.myscheme.gov.in/schemes/shnh-pipdic
Scheme for Providing Counseling to the Trainees of Government Industrial Training Institutes at Directorate of Skill Development & Entrepreneurship,https://www.myscheme.gov.in/schemes/spctgitidsde
Scheme to Provide Relief in Case of Death or Disability of Registered Building Workers,https://www.myscheme.gov.in/schemes/sprcddrbw
Silicosis (Bimari) Se Pidit Shramiko Ke Liye Aarthik Evam Punarvas Sahayata Yojana,https://www.myscheme.gov.in/schemes/sspsl
Silicosis Financial Assistance Scheme,https://www.myscheme.gov.in/schemes/sfas
Silicosis Pidit Hita-dhikariyon Hetu Sahayata Yojana,https://www.myscheme.gov.in/schemes/sphhsy
Sishu Saathi,https://www.myscheme.gov.in/schemes/wbsishusathi
Sneha Sparsha,https://www.myscheme.gov.in/schemes/ss-a
Sparsh Abhiyan: Surgery to Prevent Disability of Poor and Destitute Disabled People of Madhya Pradesh,https://www.myscheme.gov.in/schemes/sa-spdpddpmp
Special Health Scheme for Primitive Tribes,https://www.myscheme.gov.in/schemes/shspt
Special Livestock Insurance Scheme,https://www.myscheme.gov.in/schemes/slisc
Specialized Treatment & Medical Assistance Scheme (PBAOCWWB),https://www.myscheme.gov.in/schemes/stmas-pbaocwwb
Sruthitharangam ( Cochlear Implantation Scheme ),https://www.myscheme.gov.in/schemes/scis
State Government Health Scheme (Golden Card),https://www.myscheme.gov.in/schemes/sghs
Su-Swastha Yojana,https://www.myscheme.gov.in/schemes/su-swastha-yojana
Support for Marginalized Individuals for Livelihood and Enterprise (SMILE): Composite Medical Health for Transgender Persons,https://www.myscheme.gov.in/schemes/cmhtp-crwtp-smile
Surakshit Matritva Aashwasan Yojana,https://www.myscheme.gov.in/schemes/suman
Swachh Bharat Mission (Grameen) Phase II,https://www.myscheme.gov.in/schemes/sbm-g-ii
Swachh Bharat Mission – Grameen PHASE I,https://www.myscheme.gov.in/schemes/sbm-g-i
Swachh Bharat Mission – Urban 2.0,https://www.myscheme.gov.in/schemes/sbm-u
Thalolam Scheme,https://www.myscheme.gov.in/schemes/ts-kerala
Theka Shramik Evan Hamaal Shramik Baahy Rogi Chikitsa Sahaayata Yojana,https://www.myscheme.gov.in/schemes/tshsbr
"Theka Shramik, Gharelu Mahila Kamgar Evan Hamal Shramik Prasuti Sahayta Yojana",https://www.myscheme.gov.in/schemes/gmkhsps
Total Health Check-up Scheme (GBOCWWB),https://www.myscheme.gov.in/schemes/thcsgbocwwb
Tripura Journalist Health Insurance Scheme,https://www.myscheme.gov.in/schemes/tjhis
Udita Yojana,https://www.myscheme.gov.in/schemes/uy
Urban Health Kiosk Scheme (P.B.O.C.W.W.B),https://www.myscheme.gov.in/schemes/uhkspbocwwb
Vahan Aksmat Sahay Scheme,https://www.myscheme.gov.in/schemes/vass
Vandan Matru Yojana,https://www.myscheme.gov.in/schemes/vmyg
Weekly Iron Folic Acid Tablets Free Distribution - Uttarakhand,https://www.myscheme.gov.in/schemes/wifatfd
West Bengal Transport Workers’ Social Security Scheme: Assistance for Purchase of Spectacles,https://www.myscheme.gov.in/schemes/wbtwsaps
West Bengal Transport Workers’ Social Security Scheme: Assistance on Death and Permanent Disablement,https://www.myscheme.gov.in/schemes/wbtwssadpd
West Bengal Transport Workers’ Social Security Scheme: Assistance on Hospitalization,https://www.myscheme.gov.in/schemes/wbtwssah
West Bengal Transport Workers’ Social Security Scheme: Maternity Benefit,https://www.myscheme.gov.in/schemes/wbtwsmb
West Bengal Transport Workers’ Social Security Scheme: Medical Benefit for Major Ailments,https://www.myscheme.gov.in/schemes/wbtwsmbma
Workers In Case Of Permanent Disablement-JKBOCWWB,https://www.myscheme.gov.in/schemes/wicopdjkbocwwb
Yoga Wellness Center,https://www.myscheme.gov.in/schemes/ywcuk
"“Family Counseling"" under Grant-in-Aid to Pondicherry State Social Welfare Board",https://www.myscheme.gov.in/schemes/fc-giapswb
